NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
TYPE I INTERFERON INDUCTION AND SIGNALING DURING SARS-COV-2 INFECTION%WIKIPATHWAYS_20210210%WP4868%HOMO SAPIENS	29	27		
GLYCOSAMINOGLYCAN DEGRADATION%WIKIPATHWAYS_20210210%WP4815%HOMO SAPIENS	12		Rejected!	
UREA CYCLE AND RELATED DISEASES%WIKIPATHWAYS_20210210%WP4571%HOMO SAPIENS	8		Rejected!	
BENZENE METABOLISM%WIKIPATHWAYS_20210210%WP3891%HOMO SAPIENS	6		Rejected!	
H19 ACTION RB-E2F1 SIGNALING AND CDK-BETA-CATENIN ACTIVITY%WIKIPATHWAYS_20210210%WP3969%HOMO SAPIENS	9		Rejected!	
GENOTOXICITY PATHWAY%WIKIPATHWAYS_20210210%WP4286%HOMO SAPIENS	54	46		
PARKINSONS DISEASE PATHWAY%WIKIPATHWAYS_20210210%WP2371%HOMO SAPIENS	36	24		
PREGNANE X RECEPTOR PATHWAY%WIKIPATHWAYS_20210210%WP2876%HOMO SAPIENS	24		Rejected!	
WNT SIGNALING%WIKIPATHWAYS_20210210%WP428%HOMO SAPIENS	99	63		
SEROTONIN RECEPTOR 4/6/7 AND NR3C SIGNALING%WIKIPATHWAYS_20210210%WP734%HOMO SAPIENS	16		Rejected!	
PHOTODYNAMIC THERAPY-INDUCED HIF-1 SURVIVAL SIGNALING%WIKIPATHWAYS_20210210%WP3614%HOMO SAPIENS	28	17		
NRF2-ARE REGULATION%WIKIPATHWAYS_20210210%WP4357%HOMO SAPIENS	21	21		
VITAMIN B6-DEPENDENT AND RESPONSIVE DISORDERS%WIKIPATHWAYS_20210210%WP4228%HOMO SAPIENS	5		Rejected!	
ACTIVATION OF NLRP3 INFLAMMASOME BY SARS-COV-2%WIKIPATHWAYS_20210210%WP4876%HOMO SAPIENS	6		Rejected!	
NO METABOLISM IN CYSTIC FIBROSIS%WIKIPATHWAYS_20210210%WP4947%HOMO SAPIENS	8		Rejected!	
PRIMARY FOCAL SEGMENTAL GLOMERULOSCLEROSIS FSGS%WIKIPATHWAYS_20210210%WP2572%HOMO SAPIENS	62	42		
NAD+ BIOSYNTHETIC PATHWAYS%WIKIPATHWAYS_20210210%WP3645%HOMO SAPIENS	20	15		
16P11.2 PROXIMAL DELETION SYNDROME%WIKIPATHWAYS_20210210%WP4949%HOMO SAPIENS	62	46		
PROTEOGLYCAN BIOSYNTHESIS%WIKIPATHWAYS_20210210%WP4784%HOMO SAPIENS	15		Rejected!	
TCA CYCLE (AKA KREBS OR CITRIC ACID CYCLE)%WIKIPATHWAYS_20210210%WP78%HOMO SAPIENS	13		Rejected!	
SOMATROPH AXIS (GH) AND ITS RELATIONSHIP TO DIETARY RESTRICTION AND AGING%WIKIPATHWAYS_20210210%WP4186%HOMO SAPIENS	5		Rejected!	
GLYCOSYLATION AND RELATED CONGENITAL DEFECTS%WIKIPATHWAYS_20210210%WP4521%HOMO SAPIENS	23	22		
ASSOCIATION BETWEEN PHYSICO-CHEMICAL FEATURES AND TOXICITY ASSOCIATED PATHWAYS%WIKIPATHWAYS_20210210%WP3680%HOMO SAPIENS	58	42		
SIGNAL TRANSDUCTION OF S1P RECEPTOR%WIKIPATHWAYS_20210210%WP26%HOMO SAPIENS	19		Rejected!	
SELECTIVE EXPRESSION OF CHEMOKINE RECEPTORS DURING T-CELL POLARIZATION%WIKIPATHWAYS_20210210%WP4494%HOMO SAPIENS	23		Rejected!	
PURINE METABOLISM AND RELATED DISORDERS%WIKIPATHWAYS_20210210%WP4224%HOMO SAPIENS	15		Rejected!	
NEGATIVE REGULATION OF RYANODINE-SENSITIVE CALCIUM-RELEASE CHANNEL ACTIVITY%GOBP%GO:0060315	12		Rejected!	
POSITIVE REGULATION OF BICELLULAR TIGHT JUNCTION ASSEMBLY%GOBP%GO:1903348	5		Rejected!	
REGULATION OF STRESS-ACTIVATED PROTEIN KINASE SIGNALING CASCADE%GOBP%GO:0070302	195	143		
POSITIVE REGULATION OF CHOLESTEROL STORAGE%GOBP%GO:0010886	6		Rejected!	
REGULATION OF AMINO ACID UPTAKE INVOLVED IN SYNAPTIC TRANSMISSION%GOBP%GO:0051941	3		Rejected!	
MICROTUBULE-BASED PROTEIN TRANSPORT%GOBP%GO:0099118	11		Rejected!	
IMITATIVE LEARNING%GOBP%GO:0098596	6		Rejected!	
COPULATION%GOBP%GO:0007620	4		Rejected!	
PROTEASOMAL PROTEIN CATABOLIC PROCESS%GOBP%GO:0010498	336		Rejected!	
POSITIVE REGULATION OF TRANSLATION%GOBP%GO:0045727	106	88		
REGULATION OF SYNAPTIC VESICLE RECYCLING%GOBP%GO:1903421	8		Rejected!	
ANTERIOR/POSTERIOR PATTERN SPECIFICATION INVOLVED IN URETERIC BUD DEVELOPMENT%GOBP%GO:0072099	1		Rejected!	
REGULATION OF GLOMERULAR FILTRATION%GOBP%GO:0003093	6		Rejected!	
ADENYLATE CYCLASE-ACTIVATING ADRENERGIC RECEPTOR SIGNALING PATHWAY INVOLVED IN REGULATION OF HEART RATE%GOBP%GO:0140200	1		Rejected!	
PLACENTA DEVELOPMENT%GOBP%GO:0001890	47	25		
NEGATIVE REGULATION OF DNA CATABOLIC PROCESS%GOBP%GO:1903625	1		Rejected!	
DNA PACKAGING%GOBP%GO:0006323	161	90		
VITAMIN A IMPORT%GOBP%GO:0071939	1		Rejected!	
TRANSCRIPTION FACTOR CATABOLIC PROCESS%GOBP%GO:0036369	2		Rejected!	
GERMLINE STEM CELL ASYMMETRIC DIVISION%GOBP%GO:0098728	1		Rejected!	
TRANSMEMBRANE RECEPTOR PROTEIN SERINE/THREONINE KINASE SIGNALING PATHWAY%GOBP%GO:0007178	152	97		
METANEPHRIC GLOMERULUS DEVELOPMENT%GOBP%GO:0072224	7		Rejected!	
POSITIVE REGULATION OF CELLULAR SENESCENCE%GOBP%GO:2000774	12		Rejected!	
REGULATION OF NEUROTRANSMITTER LEVELS%GOBP%GO:0001505	237	132		
REGULATION OF ANGIOTENSIN METABOLIC PROCESS%GOBP%GO:0060177	1		Rejected!	
NEGATIVE REGULATION OF CLATHRIN-DEPENDENT ENDOCYTOSIS%GOBP%GO:1900186	3		Rejected!	
POSITIVE REGULATION OF PHAGOCYTOSIS%GOBP%GO:0050766	53	31		
NEURON CELLULAR HOMEOSTASIS%GOBP%GO:0070050	19		Rejected!	
'DE NOVO' PROTEIN FOLDING%GOBP%GO:0006458	37	32		
EMBRYONIC SKELETAL JOINT MORPHOGENESIS%GOBP%GO:0060272	5		Rejected!	
REGULATION OF INTERLEUKIN-8 PRODUCTION%GOBP%GO:0032677	81	52		
REGULATION OF CENTROMERIC SISTER CHROMATID COHESION%GOBP%GO:0070602	4		Rejected!	
ANTIGEN PROCESSING AND PRESENTATION OF POLYSACCHARIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0002505	1		Rejected!	
PYRIDOXAL PHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0042823	2		Rejected!	
POSITIVE REGULATION OF BETA-GALACTOSIDASE ACTIVITY%GOBP%GO:1903771	1		Rejected!	
CELLULAR MACROMOLECULE BIOSYNTHETIC PROCESS%GOBP%GO:0034645	1373		Rejected!	
REGULATION OF MESENCHYMAL CELL PROLIFERATION INVOLVED IN URETER DEVELOPMENT%GOBP%GO:0072199	2		Rejected!	
REGULATION OF EXTENT OF CELL GROWTH%GOBP%GO:0061387	63	42		
CARBON CATABOLITE REGULATION OF TRANSCRIPTION%GOBP%GO:0045990	4		Rejected!	
HISTONE H2A-T120 PHOSPHORYLATION%GOBP%GO:1990245	1		Rejected!	
PENTOSE BIOSYNTHETIC PROCESS%GOBP%GO:0019322	3		Rejected!	
METANEPHRIC INTERSTITIAL FIBROBLAST DIFFERENTIATION%GOBP%GO:0072258	1		Rejected!	
SA NODE CELL TO ATRIAL CARDIAC MUSCLE CELL COMMUNICATION BY ELECTRICAL COUPLING%GOBP%GO:0086021	2		Rejected!	
MYELOID DENDRITIC CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002277	3		Rejected!	
MITOCHONDRIAL DNA METABOLIC PROCESS%GOBP%GO:0032042	12		Rejected!	
ENDOCYTOSIS%GOBP%GO:0006897	542		Rejected!	
MINUS-END-DIRECTED VESICLE TRANSPORT ALONG MICROTUBULE%GOBP%GO:0072382	1		Rejected!	
REGULATION OF TRNA STABILITY%GOBP%GO:0036415	2		Rejected!	
ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS ANTIGEN%GOBP%GO:0019883	23	17		
POSITIVE REGULATION OF KIDNEY SMOOTH MUSCLE CELL DIFFERENTIATION%GOBP%GO:2000358	1		Rejected!	
POSITIVE REGULATION OF MINERALOCORTICOID SECRETION%GOBP%GO:2000857	1		Rejected!	
REGULATION OF THE FORCE OF HEART CONTRACTION BY CARDIAC CONDUCTION%GOBP%GO:0086092	1		Rejected!	
FOREBRAIN REGIONALIZATION%GOBP%GO:0021871	5		Rejected!	
MYELOID CELL DEVELOPMENT%GOBP%GO:0061515	21	16		
CORNEOCYTE DEVELOPMENT%GOBP%GO:0003335	2		Rejected!	
NEGATIVE REGULATION OF AMYLOID PRECURSOR PROTEIN CATABOLIC PROCESS%GOBP%GO:1902992	19		Rejected!	
POSITIVE REGULATION OF MITOTIC NUCLEAR DIVISION%GOBP%GO:0045840	53	31		
NEGATIVE REGULATION OF ENDOTHELIAL CELL CHEMOTAXIS%GOBP%GO:2001027	4		Rejected!	
REGULATION OF HYPOXIA-INDUCIBLE FACTOR-1ALPHA SIGNALING PATHWAY%GOBP%GO:1902071	1		Rejected!	
REGULATION OF CHYLOMICRON REMNANT CLEARANCE%GOBP%GO:0090320	1		Rejected!	
MEMBRANOUS SEPTUM MORPHOGENESIS%GOBP%GO:0003149	5		Rejected!	
CARBON TETRACHLORIDE METABOLIC PROCESS%GOBP%GO:0018885	1		Rejected!	
MEIOTIC SPINDLE ORGANIZATION%GOBP%GO:0000212	5		Rejected!	
CYTOPLASMIC TRANSLATIONAL TERMINATION%GOBP%GO:0002184	3		Rejected!	
COMMON-PARTNER SMAD PROTEIN PHOSPHORYLATION%GOBP%GO:0007182	3		Rejected!	
REGULATION OF CELLULAR RESPONSE TO TESTOSTERONE STIMULUS%GOBP%GO:2000654	1		Rejected!	
CELLULAR RESPONSE TO CATECHOLAMINE STIMULUS%GOBP%GO:0071870	23	17		
DENDRITIC SPINE ORGANIZATION%GOBP%GO:0097061	27	19		
SYNCYTIUM FORMATION%GOBP%GO:0006949	25		Rejected!	
POSITIVE REGULATION OF CORTISOL SECRETION%GOBP%GO:0051464	4		Rejected!	
HAIR CYCLE%GOBP%GO:0042633	35	15		
REGULATION OF GROWTH HORMONE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0060398	5		Rejected!	
SA NODE CELL TO ATRIAL CARDIAC MUSCLE CELL SIGNALING%GOBP%GO:0086018	7		Rejected!	
CARDIAC NEURAL CREST CELL DIFFERENTIATION INVOLVED IN HEART DEVELOPMENT%GOBP%GO:0061307	4		Rejected!	
FLOOR PLATE DEVELOPMENT%GOBP%GO:0033504	5		Rejected!	
IMMUNE SYSTEM DEVELOPMENT%GOBP%GO:0002520	402		Rejected!	
ACID SECRETION%GOBP%GO:0046717	25		Rejected!	
MICROVILLAR ACTIN BUNDLE ASSEMBLY%GOBP%GO:0030034	1		Rejected!	
THICK ASCENDING LIMB DEVELOPMENT%GOBP%GO:0072023	1		Rejected!	
REGULATION OF HEMOPOIESIS%GOBP%GO:1903706	366		Rejected!	
CALCIUM ION HOMEOSTASIS%GOBP%GO:0055074	338	148		
OLIGOSACCHARIDE BIOSYNTHETIC PROCESS%GOBP%GO:0009312	26	17		
2-OXOBUTYRATE METABOLIC PROCESS%GOBP%GO:0046361	1		Rejected!	
NEGATIVE REGULATION OF ARP2/3 COMPLEX-MEDIATED ACTIN NUCLEATION%GOBP%GO:0034316	5		Rejected!	
PYRIMIDINE NUCLEOSIDE DIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009139	3		Rejected!	
POSITIVE REGULATION OF ADENYLATE CYCLASE ACTIVITY%GOBP%GO:0045762	7		Rejected!	
CYTOSKELETON-DEPENDENT INTRACELLULAR TRANSPORT%GOBP%GO:0030705	170	141		
UDP BIOSYNTHETIC PROCESS%GOBP%GO:0006225	1		Rejected!	
NEGATIVE REGULATION OF HEMATOPOIETIC STEM CELL DIFFERENTIATION%GOBP%GO:1902037	2		Rejected!	
POSITIVE REGULATION OF CYTOKINE ACTIVITY%GOBP%GO:0060301	1		Rejected!	
VITAMIN METABOLIC PROCESS%GOBP%GO:0006766	117	76		
ORGANELLE ASSEMBLY%GOBP%GO:0070925	727		Rejected!	
DNA REPLICATION TERMINATION%GOBP%GO:0006274	1		Rejected!	
POSITIVE REGULATION OF PROTEIN MONOUBIQUITINATION%GOBP%GO:1902527	5		Rejected!	
REGULATION OF CELLULAR BIOSYNTHETIC PROCESS%GOBP%GO:0031326	3744		Rejected!	
NEGATIVE REGULATION OF T-HELPER 2 CELL DIFFERENTIATION%GOBP%GO:0045629	2		Rejected!	
ESTABLISHMENT OR MAINTENANCE OF CYTOSKELETON POLARITY%GOBP%GO:0030952	8		Rejected!	
CORTICOTROPIN HORMONE SECRETING CELL DIFFERENTIATION%GOBP%GO:0060128	1		Rejected!	
EMBRYONIC ORGAN DEVELOPMENT%GOBP%GO:0048568	204	108		
CELL-CELL SIGNALING VIA EXOSOME%GOBP%GO:0099156	1		Rejected!	
REGULATION OF KERATINOCYTE PROLIFERATION%GOBP%GO:0010837	25	19		
NEGATIVE REGULATION BY SYMBIONT OF HOST CATALYTIC ACTIVITY%GOBP%GO:0052053	1		Rejected!	
NEGATIVE REGULATION OF PROTEIN FOLDING%GOBP%GO:1903333	4		Rejected!	
MITOCHONDRIAL GENOME MAINTENANCE%GOBP%GO:0000002	20	19		
DORSAL ROOT GANGLION DEVELOPMENT%GOBP%GO:1990791	3		Rejected!	
REGULATION OF HEPATIC STELLATE CELL ACTIVATION%GOBP%GO:2000489	1		Rejected!	
INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO HYDROGEN PEROXIDE%GOBP%GO:0036481	2		Rejected!	
CATABOLISM BY ORGANISM OF MACROMOLECULE IN OTHER ORGANISM INVOLVED IN SYMBIOTIC INTERACTION%GOBP%GO:0052361	1		Rejected!	
TRANSFORMING GROWTH FACTOR BETA1 ACTIVATION%GOBP%GO:0036364	1		Rejected!	
REGULATION OF EARLY ENDOSOME TO LATE ENDOSOME TRANSPORT%GOBP%GO:2000641	19	16		
HEMOGLOBIN METABOLIC PROCESS%GOBP%GO:0020027	5		Rejected!	
REGULATION OF ANOIKIS%GOBP%GO:2000209	21	20		
HIGH-DENSITY LIPOPROTEIN PARTICLE REMODELING%GOBP%GO:0034375	18		Rejected!	
HYDROGEN PEROXIDE TRANSMEMBRANE TRANSPORT%GOBP%GO:0080170	1		Rejected!	
GLYCEROL METABOLIC PROCESS%GOBP%GO:0006071	14		Rejected!	
REGULATION OF VIRAL PROCESS%GOBP%GO:0050792	215	173		
CHOLESTEROL TRANSPORT%GOBP%GO:0030301	55	33		
REGULATION OF CELL CYCLE ARREST%GOBP%GO:0071156	100	81		
GLUTATHIONE BIOSYNTHETIC PROCESS%GOBP%GO:0006750	11		Rejected!	
NEGATIVE REGULATION OF RNA CATABOLIC PROCESS%GOBP%GO:1902369	62	41		
REGULATION OF PYRROLINE-5-CARBOXYLATE REDUCTASE ACTIVITY%GOBP%GO:1903167	1		Rejected!	
REGULATION OF SMOOTH MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051150	22		Rejected!	
POSITIVE REGULATION OF SEMAPHORIN-PLEXIN SIGNALING PATHWAY INVOLVED IN OUTFLOW TRACT MORPHOGENESIS%GOBP%GO:2000764	1		Rejected!	
RENAL VESICLE MORPHOGENESIS%GOBP%GO:0072077	7		Rejected!	
RESPONSE TO VITAMIN B6%GOBP%GO:0034516	1		Rejected!	
METAL INCORPORATION INTO METALLO-MOLYBDOPTERIN COMPLEX%GOBP%GO:0042040	1		Rejected!	
WATER HOMEOSTASIS%GOBP%GO:0030104	64	40		
POSITIVE REGULATION OF PHOSPHORYLATION OF RNA POLYMERASE II C-TERMINAL DOMAIN SERINE 2 RESIDUES%GOBP%GO:2001165	1		Rejected!	
ENDONUCLEOLYTIC CLEAVAGE TO GENERATE MATURE 3'-END OF SSU-RRNA FROM (SSU-RRNA, 5.8S RRNA, LSU-RRNA)%GOBP%GO:0000461	1		Rejected!	
MAINTENANCE OF ANIMAL ORGAN IDENTITY%GOBP%GO:0048496	5		Rejected!	
SIGNAL CLUSTERING%GOBP%GO:1990256	1		Rejected!	
NEGATIVE REGULATION OF CELLULAR AMINE METABOLIC PROCESS%GOBP%GO:0033239	5		Rejected!	
MEMBRANE DISRUPTION IN OTHER ORGANISM%GOBP%GO:0051673	10		Rejected!	
TRANSFORMING GROWTH FACTOR BETA1 PRODUCTION%GOBP%GO:0032905	1		Rejected!	
STRIATED MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0014706	154	73		
CHROMATIN MAINTENANCE%GOBP%GO:0070827	5		Rejected!	
NEGATIVE REGULATION OF HORMONE SECRETION%GOBP%GO:0046888	34		Rejected!	
NEGATIVE REGULATION OF GTP BINDING%GOBP%GO:1904425	1		Rejected!	
ACTIN FILAMENT-BASED TRANSPORT%GOBP%GO:0099515	21	16		
CELLULAR RESPONSE TO PARATHYROID HORMONE STIMULUS%GOBP%GO:0071374	2		Rejected!	
NEGATIVE REGULATION OF SMOOTH MUSCLE CELL CHEMOTAXIS%GOBP%GO:0071672	3		Rejected!	
ALLANTOIN METABOLIC PROCESS%GOBP%GO:0000255	1		Rejected!	
SPHINGANINE-1-PHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0006669	1		Rejected!	
NEGATIVE REGULATION OF GLUCOKINASE ACTIVITY%GOBP%GO:0033132	4		Rejected!	
POSITIVE REGULATION OF ICOSANOID SECRETION%GOBP%GO:0032305	9		Rejected!	
REGULATION OF GONAD DEVELOPMENT%GOBP%GO:1905939	10		Rejected!	
FOLATE IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:1904447	3		Rejected!	
POSITIVE REGULATION OF BONE DEVELOPMENT%GOBP%GO:1903012	5		Rejected!	
EXCITATORY POSTSYNAPTIC POTENTIAL%GOBP%GO:0060079	19		Rejected!	
REGULATION OF NOTCH SIGNALING PATHWAY%GOBP%GO:0008593	86	60		
BMP SIGNALING PATHWAY INVOLVED IN RENAL SYSTEM SEGMENTATION%GOBP%GO:0061151	1		Rejected!	
NATURAL KILLER CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002323	21		Rejected!	
POSITIVE REGULATION OF EPITHELIAL CELL DIFFERENTIATION%GOBP%GO:0030858	48	26		
HEMOSTASIS%GOBP%GO:0007599	261	161		
REGULATION OF TYROSINE PHOSPHORYLATION OF STAT PROTEIN%GOBP%GO:0042509	68	34		
POSITIVE REGULATION OF LONG-CHAIN FATTY ACID IMPORT INTO CELL%GOBP%GO:0140214	1		Rejected!	
REGULATION OF IMMUNOLOGICAL SYNAPSE FORMATION%GOBP%GO:2000520	2		Rejected!	
REGULATION OF CD4-POSITIVE, CD25-POSITIVE, ALPHA-BETA REGULATORY T CELL DIFFERENTIATION%GOBP%GO:0032829	5		Rejected!	
CELL-CELL RECOGNITION%GOBP%GO:0009988	59	22		
RESPONSE TO TESTOSTERONE%GOBP%GO:0033574	6		Rejected!	
EMBRYONIC HEART TUBE ANTERIOR/POSTERIOR PATTERN SPECIFICATION%GOBP%GO:0035054	2		Rejected!	
(R)-CARNITINE TRANSMEMBRANE TRANSPORT%GOBP%GO:1902270	1		Rejected!	
HISTONE H2A UBIQUITINATION%GOBP%GO:0033522	22	22		
POSITIVE REGULATION OF LIPID STORAGE%GOBP%GO:0010884	21	15		
NUCLEAR MATRIX ORGANIZATION%GOBP%GO:0043578	4		Rejected!	
MECHANOSENSORY LATERAL LINE SYSTEM DEVELOPMENT%GOBP%GO:0048881	1		Rejected!	
ER-DEPENDENT PEROXISOME LOCALIZATION%GOBP%GO:0106101	1		Rejected!	
LOCOMOTORY BEHAVIOR%GOBP%GO:0007626	41	21		
PROTEIN DEMANNOSYLATION%GOBP%GO:0036507	24	22		
LEUKOTRIENE SIGNALING PATHWAY%GOBP%GO:0061737	1		Rejected!	
CREATINE BIOSYNTHETIC PROCESS%GOBP%GO:0006601	2		Rejected!	
GLOMERULAR FILTRATION%GOBP%GO:0003094	12		Rejected!	
REGULATION OF LACTATION%GOBP%GO:1903487	3		Rejected!	
POSITIVE REGULATION OF REGULATED SECRETORY PATHWAY%GOBP%GO:1903307	38	20		
POSITIVE REGULATION OF PLATELET-DERIVED GROWTH FACTOR PRODUCTION%GOBP%GO:0090362	1		Rejected!	
VENTRAL SPINAL CORD INTERNEURON FATE COMMITMENT%GOBP%GO:0060579	4		Rejected!	
URINARY BLADDER DEVELOPMENT%GOBP%GO:0060157	2		Rejected!	
REGULATION OF BILE ACID BIOSYNTHETIC PROCESS%GOBP%GO:0070857	10		Rejected!	
HEART VALVE FORMATION%GOBP%GO:0003188	11		Rejected!	
REGULATION OF RIBONUCLEASE ACTIVITY%GOBP%GO:0060700	8		Rejected!	
MIRNA MEDIATED INHIBITION OF TRANSLATION%GOBP%GO:0035278	11		Rejected!	
REGULATION OF ERBB SIGNALING PATHWAY%GOBP%GO:1901184	88	73		
REGULATION OF COFACTOR METABOLIC PROCESS%GOBP%GO:0051193	98	79		
TRAF-MEDIATED SIGNAL TRANSDUCTION%GOBP%GO:0038008	1		Rejected!	
RECEPTOR-MEDIATED ENDOCYTOSIS INVOLVED IN CHOLESTEROL TRANSPORT%GOBP%GO:0090118	3		Rejected!	
POSITIVE REGULATION OF ACTIN BINDING%GOBP%GO:1904618	1		Rejected!	
NEGATIVE REGULATION OF SECRETION OF LYSOSOMAL ENZYMES%GOBP%GO:0090341	1		Rejected!	
POSITIVE REGULATION OF NITROGEN COMPOUND METABOLIC PROCESS%GOBP%GO:0051173	2649		Rejected!	
FLAVONOID METABOLIC PROCESS%GOBP%GO:0009812	12		Rejected!	
REGULATION OF PHAGOSOME MATURATION%GOBP%GO:1905162	3		Rejected!	
POSITIVE REGULATION OF CHROMATIN SILENCING AT TELOMERE%GOBP%GO:0031940	1		Rejected!	
CELLULAR RESPONSE TO TEMPERATURE STIMULUS%GOBP%GO:0071502	3		Rejected!	
POSITIVE REGULATION OF STEROID HORMONE SECRETION%GOBP%GO:2000833	6		Rejected!	
POSITIVE REGULATION OF INTRACELLULAR ESTROGEN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0033148	7		Rejected!	
NEGATIVE REGULATION OF HYDROGEN PEROXIDE-INDUCED NEURON INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1903384	2		Rejected!	
POSITIVE REGULATION OF ANDROGEN RECEPTOR ACTIVITY%GOBP%GO:2000825	3		Rejected!	
POSITIVE REGULATION OF CYTOKINE SECRETION%GOBP%GO:0050715	4		Rejected!	
NEGATIVE REGULATION OF CELL FATE COMMITMENT%GOBP%GO:0010454	6		Rejected!	
NEGATIVE REGULATION OF NEURON PROJECTION REGENERATION%GOBP%GO:0070571	9		Rejected!	
NEGATIVE REGULATION OF NK T CELL PROLIFERATION%GOBP%GO:0051141	1		Rejected!	
OXALATE METABOLIC PROCESS%GOBP%GO:0033609	1		Rejected!	
REGULATION OF ALDOSTERONE BIOSYNTHETIC PROCESS%GOBP%GO:0032347	7		Rejected!	
MAMMARY GLAND BUD MORPHOGENESIS%GOBP%GO:0060648	1		Rejected!	
AXONEME ASSEMBLY%GOBP%GO:0035082	66	43		
REGULATION OF POTASSIUM ION TRANSPORT%GOBP%GO:0043266	98	48		
REGULATION OF BLOOD MICROPARTICLE FORMATION%GOBP%GO:2000332	1		Rejected!	
MITOCHONDRIAL TRNA 5'-END PROCESSING%GOBP%GO:0097745	3		Rejected!	
HISTONE H4-K20 DEMETHYLATION%GOBP%GO:0035574	2		Rejected!	
POSITIVE REGULATION OF HIPPOCAMPAL NEURON APOPTOTIC PROCESS%GOBP%GO:0110090	2		Rejected!	
NEUROPEPTIDE CATABOLIC PROCESS%GOBP%GO:0010813	2		Rejected!	
PURINE NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0006163	384		Rejected!	
PROTEIN TRANSPORT INTO MEMBRANE RAFT%GOBP%GO:0032596	3		Rejected!	
POSITIVE REGULATION OF SKELETAL MUSCLE TISSUE REGENERATION%GOBP%GO:0043415	2		Rejected!	
ESTABLISHMENT OF PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM MEMBRANE%GOBP%GO:0097051	3		Rejected!	
RESPONSE TO TRIGLYCERIDE%GOBP%GO:0034014	1		Rejected!	
NEURONAL ACTION POTENTIAL%GOBP%GO:0019228	22		Rejected!	
REGULATION OF T-HELPER 1 CELL CYTOKINE PRODUCTION%GOBP%GO:2000554	5		Rejected!	
REGULATION OF NAD(P)H OXIDASE ACTIVITY%GOBP%GO:0033860	7		Rejected!	
POSITIVE REGULATION OF MACROPHAGE COLONY-STIMULATING FACTOR SIGNALING PATHWAY%GOBP%GO:1902228	1		Rejected!	
POSITIVE REGULATION OF TRANSCRIPTION INVOLVED IN EXIT FROM MITOSIS%GOBP%GO:0007072	1		Rejected!	
NEGATIVE REGULATION OF DNA LIGATION%GOBP%GO:0051107	1		Rejected!	
PROTEIN BRANCHING POINT DEGLUTAMYLATION%GOBP%GO:0035611	1		Rejected!	
REGULATION OF EPITHELIAL CELL PROLIFERATION INVOLVED IN PROSTATE GLAND DEVELOPMENT%GOBP%GO:0060768	2		Rejected!	
REGULATION OF PROTEIN LOCALIZATION TO NUCLEOLUS%GOBP%GO:1904749	8		Rejected!	
NEGATIVE REGULATION OF SYNAPSE ORGANIZATION%GOBP%GO:1905809	15		Rejected!	
PROTEIN TARGETING TO ER%GOBP%GO:0045047	105	98		
NEGATIVE REGULATION BY HOST OF VIRAL GLYCOPROTEIN METABOLIC PROCESS%GOBP%GO:0044871	2		Rejected!	
POSITIVE REGULATION OF LEUKOCYTE DIFFERENTIATION%GOBP%GO:1902107	113	70		
PRIMARY HEART FIELD SPECIFICATION%GOBP%GO:0003138	1		Rejected!	
REGULATION OF SPINDLE ASSEMBLY%GOBP%GO:0090169	26	24		
RIBONUCLEOSIDE CATABOLIC PROCESS%GOBP%GO:0042454	17		Rejected!	
ANIMAL ORGAN DEVELOPMENT%GOBP%GO:0048513	1882		Rejected!	
NEGATIVE REGULATION OF APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001234	172	133		
POSITIVE REGULATION OF RESPONSE TO ENDOPLASMIC RETICULUM STRESS%GOBP%GO:1905898	33	31		
NEGATIVE REGULATION OF MACROPHAGE PROLIFERATION%GOBP%GO:0120042	1		Rejected!	
CD4-POSITIVE, CD25-POSITIVE, ALPHA-BETA REGULATORY T CELL LINEAGE COMMITMENT%GOBP%GO:0002362	2		Rejected!	
PROTEOGLYCAN CATABOLIC PROCESS%GOBP%GO:0030167	4		Rejected!	
GLYCOLIPID CATABOLIC PROCESS%GOBP%GO:0019377	15		Rejected!	
REGULATION OF B CELL DIFFERENTIATION%GOBP%GO:0045577	21		Rejected!	
PLASMA KALLIKREIN-KININ CASCADE%GOBP%GO:0002353	2		Rejected!	
POSITIVE REGULATION OF EOSINOPHIL DEGRANULATION%GOBP%GO:0043311	2		Rejected!	
LOW-DENSITY LIPOPROTEIN PARTICLE RECEPTOR CATABOLIC PROCESS%GOBP%GO:0032802	10		Rejected!	
